epoch,	accuracy,			loss,			val_accuracy,		val_loss
0,	0.3715277910232544,		2.0067334175109863,		0.4126984179019928,		1.1403393745422363
1,	0.42658731341362,		1.2995988130569458,		0.4642857015132904,		1.0987333059310913
2,	0.456845223903656,		1.1350678205490112,		0.579365074634552,		1.054816722869873
3,	0.4851190447807312,		1.0792388916015625,		0.5515872836112976,		1.0354318618774414
4,	0.4885912835597992,		1.0656495094299316,		0.579365074634552,		1.0001264810562134
5,	0.5228174328804016,		1.0136446952819824,		0.6190476417541504,		0.9522711634635925
6,	0.5416666865348816,		0.9676773548126221,		0.6547619104385376,		0.9132160544395447
7,	0.54067462682724,		0.962364912033081,		0.6746031641960144,		0.8876405954360962
8,	0.5749008059501648,		0.9370391368865967,		0.682539701461792,		0.8557187914848328
9,	0.5848214030265808,		0.9167429208755493,		0.6944444179534912,		0.8487519025802612
10,	0.6254960298538208,		0.8646315336227417,		0.7420634627342224,		0.7996252179145813
11,	0.6339285969734192,		0.827910840511322,		0.7182539701461792,		0.7910932898521423
12,	0.6726190447807312,		0.782280683517456,		0.738095223903656,		0.7344874143600464
13,	0.6746031641960144,		0.7628754377365112,		0.738095223903656,		0.7147662043571472
14,	0.6746031641960144,		0.7505506873130798,		0.8015872836112976,		0.6754966378211975
15,	0.7083333134651184,		0.6983963251113892,		0.7976190447807312,		0.6508919596672058
16,	0.7058531641960144,		0.7072484493255615,		0.8095238208770752,		0.6219344735145569
17,	0.7266865372657776,		0.6624561548233032,		0.8055555820465088,		0.6319745779037476
18,	0.7509920597076416,		0.6276805400848389,		0.8015872836112976,		0.6019200086593628
19,	0.7509920597076416,		0.6245086193084717,		0.8333333134651184,		0.5785978436470032
20,	0.7688491940498352,		0.5844401121139526,		0.8373016119003296,		0.5320101976394653
21,	0.7708333134651184,		0.5876986980438232,		0.817460298538208,		0.5658135414123535
22,	0.7807539701461792,		0.5545944571495056,		0.8928571343421936,		0.48426616191864014
23,	0.8060516119003296,		0.5254729390144348,		0.8452380895614624,		0.5071573853492737
24,	0.8060516119003296,		0.5262106657028198,		0.8730158805847168,		0.47394025325775146
25,	0.8154761791229248,		0.49507272243499756,	0.8690476417541504,		0.4586174190044403
26,	0.8120039701461792,		0.4837881028652191,		0.8730158805847168,		0.46523740887641907
27,	0.8258928656578064,		0.4735475778579712,		0.8809523582458496,		0.4530099630355835
28,	0.8373016119003296,		0.46008628606796265,	0.8849206566810608,		0.43429818749427795
29,	0.8467261791229248,		0.4193395674228668,		0.8492063283920288,		0.46023067831993103
30,	0.8740079402923584,		0.3982689380645752,		0.8769841194152832,		0.4162135720252991
31,	0.8720238208770752,		0.37430986762046814,	0.8849206566810608,		0.4060271680355072
32,	0.8695436716079712,		0.38692331314086914,	0.8769841194152832,		0.3975587785243988
33,	0.8829365372657776,		0.35769975185394287,	0.9007936716079712,		0.35785335302352905
34,	0.8898809552192688,		0.355789452791214,		0.8928571343421936,		0.38616812229156494
35,	0.8809523582458496,		0.3611493706703186,		0.8928571343421936,		0.3935666084289551
36,	0.8883928656578064,		0.34334036707878113,	0.908730149269104,		0.3744041621685028
37,	0.8938491940498352,		0.3255700469017029,		0.8888888955116272,		0.3747471272945404
38,	0.90625,			0.303466796875,		0.9047619104385376,		0.35550639033317566
39,	0.8973214030265808,		0.32209935784339905,	0.9047619104385376,		0.370883047580719
40,	0.9047619104385376,		0.29930856823921204,	0.8928571343421936,		0.36666813492774963
41,	0.9161706566810608,		0.27911263704299927,	0.9007936716079712,		0.35784706473350525
42,	0.91567462682724,		0.278199702501297,		0.920634925365448,		0.35584843158721924
43,	0.9236111044883728,		0.2579711377620697,		0.9007936716079712,		0.3568800985813141
