epoch,accuracy,loss,val_accuracy,val_loss
0,0.3917233645915985,1.6536678075790405,0.3333333432674408,1.1558499336242676
1,0.45294785499572754,1.10103440284729,0.30687829852104187,1.2069727182388306
2,0.5340136289596558,0.9718167781829834,0.3333333432674408,1.2232798337936401
3,0.5873016119003296,0.876960039138794,0.37037035822868347,1.1505094766616821
4,0.6366212964057922,0.7918016910552979,0.39153438806533813,1.1228026151657104
5,0.6496598720550537,0.7562198638916016,0.43386244773864746,1.1398738622665405
6,0.6995464563369751,0.7017562985420227,0.47354498505592346,1.1479060649871826
7,0.7148526310920715,0.6433269381523132,0.43915343284606934,1.1890441179275513
8,0.7511337995529175,0.5680497288703918,0.4523809552192688,1.1958637237548828
9,0.7772108912467957,0.5391351580619812,0.4682539701461792,1.1713887453079224
0,0.40022677183151245,1.6910041570663452,0.3333333432674408,1.167961835861206
1,0.4960317313671112,1.0759137868881226,0.3333333432674408,1.3058068752288818
2,0.5323129296302795,0.9623532891273499,0.3333333432674408,1.4163835048675537
3,0.5861678123474121,0.8728702664375305,0.33862432837486267,1.2724262475967407
4,0.6116780042648315,0.8353202939033508,0.3941798806190491,1.1564539670944214
5,0.6417233347892761,0.7724287509918213,0.4126984179019928,1.1453156471252441
6,0.6734693646430969,0.7016498446464539,0.45767197012901306,1.1468075513839722
7,0.7131519317626953,0.6512369513511658,0.42328041791915894,1.2099498510360718
8,0.738095223903656,0.6114987134933472,0.47354498505592346,1.2499017715454102
9,0.7545351386070251,0.5619187951087952,0.47883597016334534,1.1972929239273071
10,0.7879818677902222,0.5178608894348145,0.48148149251937866,1.1976879835128784
0,0.3661825656890869,1.7504366636276245,0.3504672944545746,1.1146541833877563
1,0.44294604659080505,1.1233779191970825,0.43457943201065063,1.083798885345459
2,0.4828838109970093,1.0154517889022827,0.4392523467540741,1.0394983291625977
3,0.5497925281524658,0.9366359710693359,0.5420560836791992,0.9018620252609253
4,0.5736514329910278,0.8852487206459045,0.6915887594223022,0.7758241295814514
5,0.6042531132698059,0.8453848958015442,0.7056074738502502,0.7172030806541443
6,0.6338174343109131,0.7783262133598328,0.7476635575294495,0.6889269351959229
7,0.6711618304252625,0.7142329216003418,0.8037382960319519,0.5760154128074646
8,0.6856846213340759,0.693566620349884,0.836448609828949,0.5474749207496643
9,0.7131742835044861,0.6474995613098145,0.84112149477005,0.4933443069458008
10,0.7406638860702515,0.6081093549728394,0.8925233483314514,0.46523523330688477
11,0.7510373592376709,0.555680513381958,0.8598130941390991,0.412609338760376
12,0.7665975093841553,0.5511878132820129,0.8785046935081482,0.4033666253089905
13,0.795643150806427,0.48466017842292786,0.9112149477005005,0.34673836827278137
14,0.8143153786659241,0.45466864109039307,0.9018691778182983,0.3271860182285309
15,0.8096473217010498,0.43574240803718567,0.8878504633903503,0.3080497086048126
16,0.83143150806427,0.39743196964263916,0.9065420627593994,0.3017067611217499
17,0.8459543585777283,0.36871781945228577,0.9112149477005005,0.2740582227706909
18,0.8433610200881958,0.3761890232563019,0.9299065470695496,0.25436872243881226
19,0.8807054162025452,0.318646639585495,0.9439252614974976,0.22897975146770477
20,0.8708506226539612,0.31555891036987305,0.9299065470695496,0.23652927577495575
21,0.8677386045455933,0.3232468366622925,0.9252336621284485,0.24062412977218628
22,0.8812240958213806,0.29986196756362915,0.9158878326416016,0.22897928953170776
23,0.8962655663490295,0.2591592073440552,0.9205607771873474,0.20620843768119812
24,0.8884854912757874,0.26877734065055847,0.9252336621284485,0.19021689891815186
25,0.898858904838562,0.24827659130096436,0.9345794320106506,0.17729158699512482
26,0.9113070368766785,0.23639146983623505,0.9252336621284485,0.18122117221355438
27,0.9056016802787781,0.22937092185020447,0.9439252614974976,0.15706555545330048
28,0.9196057915687561,0.21127110719680786,0.9112149477005005,0.23091743886470795
29,0.9273858666419983,0.19016240537166595,0.9532710313796997,0.12245704978704453
