epoch,accuracy,loss,val_accuracy,val_loss
0,0.3432539701461792,2.0859618186950684,0.3452380895614624,1.1490793228149414
1,0.4136904776096344,1.3482757806777954,0.4642857015132904,1.093124270439148
2,0.451884925365448,1.1790205240249634,0.5317460298538208,1.0495024919509888
3,0.4866071343421936,1.0837379693984985,0.5753968358039856,1.0118215084075928
4,0.5029761791229248,1.03721284866333,0.5873016119003296,0.9771743416786194
5,0.5396825671195984,0.9938828945159912,0.658730149269104,0.93380206823349
6,0.560019850730896,0.9533000588417053,0.6388888955116272,0.9059284925460815
7,0.5729166865348816,0.9352023005485535,0.6190476417541504,0.889716625213623
8,0.5749008059501648,0.9280400276184082,0.6190476417541504,0.8724492192268372
9,0.6071428656578064,0.8908734321594238,0.682539701461792,0.8301994800567627
10,0.6180555820465088,0.8583454489707947,0.6944444179534912,0.8109893798828125
11,0.6349206566810608,0.8526781797409058,0.6904761791229248,0.7919579744338989
12,0.6602182388305664,0.809939980506897,0.6904761791229248,0.7932181358337402
13,0.6770833134651184,0.7606388926506042,0.726190447807312,0.7801057696342468
14,0.6884920597076416,0.7328380942344666,0.7222222089767456,0.7389415502548218
15,0.6760912537574768,0.7475939393043518,0.7460317611694336,0.7305023670196533
16,0.7217261791229248,0.6830440163612366,0.7658730149269104,0.691649317741394
17,0.7351190447807312,0.6767405867576599,0.7301587462425232,0.7008488178253174
18,0.7371031641960144,0.6515002846717834,0.761904776096344,0.6490430235862732
19,0.7554563283920288,0.626391589641571,0.75,0.6456143856048584
20,0.7708333134651184,0.5996266603469849,0.7817460298538208,0.622410774230957
21,0.7748016119003296,0.5769347548484802,0.8015872836112976,0.5982966423034668
22,0.7772817611694336,0.5845752954483032,0.7976190447807312,0.5946481823921204
23,0.786210298538208,0.5602501034736633,0.8253968358039856,0.5847103595733643
24,0.7926587462425232,0.5463302135467529,0.8214285969734192,0.5586369633674622
25,0.8065476417541504,0.523104727268219,0.8095238208770752,0.568541407585144
26,0.8125,0.49737784266471863,0.8452380895614624,0.5254488587379456
27,0.8313491940498352,0.4729456901550293,0.841269850730896,0.5086530447006226
28,0.8397817611694336,0.46582454442977905,0.841269850730896,0.516427218914032
29,0.8328372836112976,0.4594162404537201,0.841269850730896,0.5064985752105713
30,0.8516865372657776,0.4400246739387512,0.8650793433189392,0.4838431775569916
31,0.8566468358039856,0.4166313707828522,0.8769841194152832,0.4957866072654724
32,0.8611111044883728,0.4141002893447876,0.8452380895614624,0.47577521204948425
33,0.8764880895614624,0.37794870138168335,0.8730158805847168,0.4541610777378082
34,0.8650793433189392,0.3865464925765991,0.8730158805847168,0.45666125416755676
35,0.8839285969734192,0.35942763090133667,0.8769841194152832,0.4416813254356384
36,0.8928571343421936,0.3502216041088104,0.8571428656578064,0.4493559002876282
37,0.8928571343421936,0.35039064288139343,0.841269850730896,0.4377312660217285
38,0.9047619104385376,0.33249470591545105,0.8809523582458496,0.42463812232017517
39,0.8898809552192688,0.3283005356788635,0.841269850730896,0.4454052150249481
40,0.8948412537574768,0.31876668334007263,0.8730158805847168,0.4501560628414154
41,0.9032738208770752,0.29669201374053955,0.8730158805847168,0.41353991627693176
42,0.9131944179534912,0.3011665642261505,0.8849206566810608,0.40616291761398315
43,0.91567462682724,0.2802799642086029,0.8809523582458496,0.41569820046424866
44,0.9250991940498352,0.2609589099884033,0.89682537317276,0.4032171070575714
45,0.9117063283920288,0.2918965220451355,0.8809523582458496,0.40787965059280396
46,0.925595223903656,0.2640886604785919,0.8690476417541504,0.4443880021572113
47,0.930059552192688,0.2573809325695038,0.8769841194152832,0.4075506627559662
48,0.9305555820465088,0.24758701026439667,0.8849206566810608,0.3985855281352997
49,0.930059552192688,0.2411103993654251,0.8690476417541504,0.42193809151649475
